"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0A970","2019-09-30 00:00:00","96.000","63.000","7.300","25.300","0.990","1002.000","","3.500","-99.000","-99.000","-99.000","29.700","","23.800",""
"CM0110","2019-09-30 00:00:00","7.000","35.000","2.300","26.800","0.810","1006.700","","0.000","-99.000","-99.000","-99.000","29.400","","25.100",""
"C0S940","2019-09-30 00:00:00","150.000","19.000","2.400","25.100","0.900","992.700","","2.000","-99.000","-99.000","-99.000","29.800","","23.600",""
"C0X250","2019-09-30 00:00:00","33.000","16.000","1.300","26.300","0.960","1003.600","","0.000","-99.000","-99.000","-99.000","32.700","","25.100",""
"C0K520","2019-09-30 00:00:00","10.000","355.000","1.800","26.100","0.930","1005.300","","0.000","-99.000","-99.000","-99.000","30.300","","24.600",""
"C0Z200","2019-09-30 00:00:00","153.000","46.000","2.400","26.300","0.940","995.500","","25.500","-99.000","-99.000","-99.000","29.600","","22.700",""
"C0V740","2019-09-30 00:00:00","60.000","15.000","0.800","25.700","0.940","1001.500","","0.000","-99.000","-99.000","-99.000","33.000","","23.600",""
"C0AH00","2019-09-30 00:00:00","38.000","37.000","1.800","26.400","1.000","1006.800","","51.500","7.700","41.000","","28.800","","24.400",""
"C0V700","2019-09-30 00:00:00","24.000","167.000","1.100","29.300","0.720","1003.600","","0.000","-99.000","-99.000","-99.000","31.800","","26.600",""
"C0X240","2019-09-30 00:00:00","394.000","224.000","0.300","23.700","0.950","964.500","","0.000","-99.000","-99.000","-99.000","30.500","","21.400",""
"C0S990","2019-09-30 00:00:00","409.000","11.000","6.800","23.900","0.950","963.400","","0.500","-99.000","-99.000","-99.000","28.500","","22.800",""
"C0E850","2019-09-30 00:00:00","104.000","0.000","0.200","25.000","0.880","995.400","","0.000","-99.000","-99.000","-99.000","31.400","","22.300",""
"C0T9B0","2019-09-30 00:00:00","558.000","238.000","1.400","23.000","0.880","951.000","","14.000","-99.000","-99.000","-99.000","27.600","","21.600",""
"C0G650","2019-09-30 00:00:00","34.000","0.000","0.200","26.000","0.990","1003.100","","0.000","-99.000","-99.000","-99.000","33.100","","24.100",""
"C0K580","2019-09-30 00:00:00","26.000","336.000","0.300","26.000","0.990","1005.200","","0.000","-99.000","-99.000","-99.000","32.500","","24.700",""
"C0X050","2019-09-30 00:00:00","25.000","0.000","0.000","26.200","0.960","1003.600","","0.000","-99.000","-99.000","-99.000","34.500","","24.000",""
"CM0100","2019-09-30 00:00:00","25.000","22.000","4.700","27.400","0.780","1005.500","","5.000","-99.000","-99.000","-99.000","30.500","","25.100",""
"C0AC70","2019-09-30 00:00:00","71.000","84.000","2.400","26.200","0.940","1003.300","","36.500","-99.000","-99.000","-99.000","29.900","","24.300",""
"CM0130","2019-09-30 00:00:00","11.000","352.000","2.600","27.200","0.840","1006.700","","0.000","-99.000","-99.000","-99.000","28.600","","26.000",""
"C0W110","2019-09-30 00:00:00","16.000","31.000","9.100","24.800","0.870","1011.600","","0.000","14.600","38.000","","25.800","","24.300",""
"C0R670","2019-09-30 00:00:00","26.000","46.000","4.600","29.000","-99.000","1005.100","","0.000","-99.000","-99.000","-99.000","31.200","","25.000",""
"C0X120","2019-09-30 00:00:00","28.000","348.000","1.800","26.700","0.910","1005.000","","0.000","-99.000","-99.000","-99.000","32.100","","25.600",""
"C0R100","2019-09-30 00:00:00","1006.000","312.000","0.500","20.500","0.960","900.000","","0.000","-99.000","-99.000","-99.000","27.000","","18.700",""
"C0C700","2019-09-30 00:00:00","151.000","78.000","5.000","25.800","0.880","993.100","","25.500","11.600","63.000","","29.900","","23.500",""
"C0W130","2019-09-30 00:00:00","18.000","20.000","6.900","26.500","0.880","1004.900","","0.000","14.900","18.000","","27.600","","25.900",""
"C0F9R0","2019-09-30 00:00:00","20.000","47.000","3.000","26.200","1.000","1005.600","","0.000","-99.000","-99.000","-99.000","29.600","","24.200",""
"C0V660","2019-09-30 00:00:00","25.000","35.000","1.000","28.200","0.830","1005.200","","0.000","-99.000","-99.000","-99.000","32.400","","25.800",""
"C0G780","2019-09-30 00:00:00","27.000","13.000","1.800","26.600","0.870","1003.900","","0.000","-99.000","-99.000","-99.000","31.600","","25.200",""
"C0C590","2019-09-30 00:00:00","72.000","40.000","2.300","25.800","0.890","1000.800","","33.500","-99.000","-99.000","-99.000","28.600","","23.400",""
"C0I520","2019-09-30 00:00:00","3860.000","-99.000","-99.000","4.800","0.850","642.200","","-99.000","-99.000","-99.000","-99.000","11.300","","4.600",""
"C0E530","2019-09-30 00:00:00","341.000","23.000","0.300","23.300","0.940","969.200","","0.000","-99.000","-99.000","-99.000","29.600","","21.800",""
"C0M790","2019-09-30 00:00:00","15.000","12.000","0.900","26.200","0.880","1004.400","","0.000","-99.000","-99.000","-99.000","32.700","","25.100",""
"C0R130","2019-09-30 00:00:00","1040.000","76.000","1.100","20.300","0.920","894.000","","0.000","-99.000","-99.000","-99.000","26.700","","19.200",""
"C0AH30","2019-09-30 00:00:00","755.000","90.000","4.500","21.200","1.000","928.700","","35.000","10.000","100.000","","22.700","","20.300",""
"C0X170","2019-09-30 00:00:00","50.000","60.000","0.800","26.700","0.900","1001.100","","0.000","-99.000","-99.000","-99.000","33.300","","24.000",""
"C0K291","2019-09-30 00:00:00","8.000","10.000","2.500","26.500","0.920","1006.700","","0.000","-99.000","-99.000","-99.000","29.900","","24.800",""
"C0F0C0","2019-09-30 00:00:00","983.000","0.000","0.100","21.200","0.990","901.000","","0.000","-99.000","-99.000","-99.000","24.200","","19.000",""
"C0U860","2019-09-30 00:00:00","5.000","45.000","5.100","26.700","0.930","1011.500","","71.500","-99.000","-99.000","-99.000","30.400","","24.900",""
"C0UA50","2019-09-30 00:00:00","808.000","96.000","2.600","21.500","0.990","923.700","","114.500","-99.000","-99.000","-99.000","26.200","","20.800",""
"C0T960","2019-09-30 00:00:00","120.000","22.000","0.800","25.600","0.920","998.100","","48.500","-99.000","-99.000","-99.000","31.200","","22.700",""
"C0SA80","2019-09-30 00:00:00","136.000","75.000","1.400","26.100","0.840","993.800","","0.000","-99.000","-99.000","-99.000","31.500","","22.800",""
"C0E780","2019-09-30 00:00:00","160.000","124.000","0.400","24.500","0.910","989.400","","0.000","-99.000","-99.000","-99.000","30.400","","23.100",""
"C0F9Q0","2019-09-30 00:00:00","149.000","258.000","0.300","24.700","1.000","989.800","","0.000","-99.000","-99.000","-99.000","30.700","","23.400",""
"C0F9X0","2019-09-30 00:00:00","166.000","20.000","2.100","25.300","0.920","989.100","","0.000","-99.000","-99.000","-99.000","29.500","","23.700",""
"C0F0D0","2019-09-30 00:00:00","3171.000","87.000","1.500","9.500","0.950","699.600","","3.500","-99.000","-99.000","-99.000","16.100","","8.400",""
"C0S730","2019-09-30 00:00:00","110.000","20.000","12.700","24.000","0.980","994.500","","2.500","20.900","10.000","","27.500","","24.000",""
"C0T790","2019-09-30 00:00:00","2830.000","127.000","2.800","10.200","0.990","728.800","","2.000","-99.000","-99.000","-99.000","15.100","","9.900",""
"C0M830","2019-09-30 00:00:00","540.000","340.000","0.500","22.400","0.990","949.400","","0.000","-99.000","-99.000","-99.000","30.100","","19.800",""
"C0V750","2019-09-30 00:00:00","50.000","4.000","1.600","27.600","1.000","1002.400","","0.000","-99.000","-99.000","-99.000","32.300","","25.800",""
"C0K530","2019-09-30 00:00:00","12.000","13.000","4.800","26.400","0.950","1005.900","","0.000","-99.000","-99.000","-99.000","28.700","","24.500",""
"C0G850","2019-09-30 00:00:00","62.000","146.000","0.300","27.700","0.900","999.400","","0.000","-99.000","-99.000","-99.000","34.400","","25.800",""
"C0M780","2019-09-30 00:00:00","30.000","21.000","0.900","26.100","0.920","1004.100","","0.000","-99.000","-99.000","-99.000","32.500","","24.700",""
"C0V360","2019-09-30 00:00:00","94.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0K510","2019-09-30 00:00:00","10.000","7.000","1.300","26.100","0.920","1005.500","","0.000","-99.000","-99.000","-99.000","31.000","","24.800",""
"C0D650","2019-09-30 00:00:00","97.000","43.000","5.900","26.000","0.880","998.000","","27.000","11.000","50.000","","28.900","","23.900",""
"C0V630","2019-09-30 00:00:00","19.000","334.000","1.300","27.300","0.870","1007.100","","0.000","-99.000","-99.000","-99.000","30.200","","25.300",""
"C0U910","2019-09-30 00:00:00","17.000","135.000","2.200","26.900","0.910","1009.200","","89.000","-99.000","-99.000","-99.000","29.300","","23.700",""
"C0U600","2019-09-30 00:00:00","10.000","81.000","1.100","26.400","0.990","1010.500","","89.500","-99.000","-99.000","-99.000","29.700","","24.300",""
"C0G820","2019-09-30 00:00:00","29.000","0.000","0.000","26.400","0.910","1003.100","","0.000","-99.000","-99.000","-99.000","33.500","","25.300",""
"C0R590","2019-09-30 00:00:00","72.000","0.000","0.000","26.700","0.970","999.200","","0.000","-99.000","-99.000","-99.000","32.800","","24.000",""
"C0A9E0","2019-09-30 00:00:00","26.000","111.000","0.800","27.100","0.830","1008.600","","16.500","6.700","75.000","","30.800","","24.300",""
"C0R480","2019-09-30 00:00:00","57.000","0.000","0.000","26.400","0.880","1001.000","","0.000","-99.000","-99.000","-99.000","33.900","","23.900",""
"C0X300","2019-09-30 00:00:00","70.000","0.000","0.000","25.400","0.960","999.400","","0.000","-99.000","-99.000","-99.000","33.400","","23.500",""
"C0U970","2019-09-30 00:00:00","7.000","45.000","2.300","26.600","0.920","1012.000","","56.000","-99.000","-99.000","-99.000","30.000","","24.200",""
"C0M750","2019-09-30 00:00:00","10.000","16.000","3.100","26.500","0.910","1006.100","","0.000","-99.000","-99.000","-99.000","30.400","","25.200",""
"C0I110","2019-09-30 00:00:00","161.000","52.000","1.000","25.200","0.880","989.700","","0.500","-99.000","-99.000","-99.000","31.800","","22.700",""
"C0V370","2019-09-30 00:00:00","74.000","59.000","0.700","24.700","1.000","999.600","","0.000","-99.000","-99.000","-99.000","33.300","","23.000",""
"C0C690","2019-09-30 00:00:00","242.000","118.000","1.700","24.800","0.850","983.400","","24.000","-99.000","-99.000","-99.000","28.400","","22.500",""
"C0A540","2019-09-30 00:00:00","401.000","124.000","1.300","24.200","0.910","965.700","","48.000","-99.000","-99.000","-99.000","27.200","","22.300",""
"C0H950","2019-09-30 00:00:00","192.000","117.000","0.400","23.900","0.990","987.000","","0.000","-99.000","-99.000","-99.000","31.500","","21.900",""
"C0O960","2019-09-30 00:00:00","112.000","0.000","0.200","24.700","0.930","994.800","","0.000","-99.000","-99.000","-99.000","31.600","","23.300",""
"C0AH10","2019-09-30 00:00:00","30.000","82.000","3.000","26.700","0.960","1006.600","","25.500","-99.000","-99.000","-99.000","30.600","","24.900",""
"C0R680","2019-09-30 00:00:00","13.000","61.000","2.300","28.200","-99.000","1005.100","","0.000","-99.000","-99.000","-99.000","30.600","","26.500",""
"C0X210","2019-09-30 00:00:00","38.000","30.000","1.000","26.200","0.990","1001.500","","0.000","-99.000","-99.000","-99.000","32.700","","24.600",""
"C0D430","2019-09-30 00:00:00","87.000","0.000","0.000","26.100","0.860","996.600","","0.000","-99.000","-99.000","-99.000","32.900","","23.200",""
"C0AD30","2019-09-30 00:00:00","20.000","100.000","1.800","27.600","0.810","1007.000","","18.000","8.800","116.000","","30.700","","24.900",""
"C0AD00","2019-09-30 00:00:00","86.000","85.000","2.800","26.600","0.910","1002.100","","61.500","11.300","83.000","","26.900","","23.900",""
"C0O900","2019-09-30 00:00:00","9.000","348.000","1.700","26.500","0.990","1006.300","","0.000","-99.000","-99.000","-99.000","32.600","","24.300",""
"C0R570","2019-09-30 00:00:00","37.000","28.000","0.900","26.200","0.890","1002.300","","0.000","-99.000","-99.000","-99.000","33.200","","24.600",""
"C0V760","2019-09-30 00:00:00","30.000","55.000","0.800","27.600","0.830","1004.400","","0.000","-99.000","-99.000","-99.000","32.800","","25.300",""
"C0T9I0","2019-09-30 00:00:00","152.000","345.000","0.400","25.700","0.830","995.200","","5.000","-99.000","-99.000","-99.000","30.900","","22.500",""
"C0O980","2019-09-30 00:00:00","18.000","12.000","1.300","26.400","0.960","1006.100","","0.000","-99.000","-99.000","-99.000","34.200","","23.700",""
"C0R270","2019-09-30 00:00:00","51.000","199.000","1.800","26.600","0.990","1000.600","","0.000","-99.000","-99.000","-99.000","32.100","","24.800",""
"C0T9H0","2019-09-30 00:00:00","725.000","17.000","5.600","21.800","0.990","932.400","","19.500","-99.000","-99.000","-99.000","26.900","","20.000",""
"C0A660","2019-09-30 00:00:00","97.000","93.000","1.500","24.800","1.000","1000.500","","31.500","-99.000","-99.000","-99.000","26.000","","23.200",""
"C0A890","2019-09-30 00:00:00","40.000","0.000","0.000","26.400","0.950","1007.000","","15.500","-99.000","-99.000","-99.000","28.400","","24.400",""
"C0O840","2019-09-30 00:00:00","134.000","0.000","0.200","24.900","1.000","990.700","","0.000","-99.000","-99.000","-99.000","32.300","","23.300",""
"C0R530","2019-09-30 00:00:00","16.000","99.000","1.800","27.200","0.740","1005.300","","0.000","-99.000","-99.000","-99.000","29.900","","24.400",""
"C0G870","2019-09-30 00:00:00","12.000","21.000","2.200","26.900","0.930","1006.800","","0.000","-99.000","-99.000","-99.000","30.000","","25.100",""
"C0M820","2019-09-30 00:00:00","980.000","53.000","0.800","20.300","0.800","902.700","","0.000","-99.000","-99.000","-99.000","26.500","","17.600",""
"C0F9S0","2019-09-30 00:00:00","43.000","352.000","2.100","27.100","0.810","1002.300","","0.000","-99.000","-99.000","-99.000","32.000","","24.700",""
"C0R160","2019-09-30 00:00:00","45.000","51.000","0.400","26.100","0.990","1001.700","","0.000","-99.000","-99.000","-99.000","32.900","","23.500",""
"C0A950","2019-09-30 00:00:00","60.000","94.000","8.900","26.300","0.920","1005.600","","11.500","-99.000","-99.000","-99.000","26.700","","24.500",""
"C0F9L0","2019-09-30 00:00:00","253.000","61.000","0.900","25.300","0.950","978.800","","0.000","-99.000","-99.000","-99.000","30.500","","23.500",""
"C0R550","2019-09-30 00:00:00","38.000","60.000","2.000","25.300","0.950","1003.800","","0.000","-99.000","-99.000","-99.000","32.900","","23.600",""
"C0X190","2019-09-30 00:00:00","10.000","9.000","1.900","27.000","0.990","1005.600","","0.000","-99.000","-99.000","-99.000","31.400","","26.200",""
"C0V530","2019-09-30 00:00:00","34.000","0.000","0.100","26.000","1.000","1003.000","","0.000","-99.000","-99.000","-99.000","32.500","","24.700",""
"C0AI10","2019-09-30 00:00:00","76.000","296.000","0.400","27.500","0.800","1002.100","","50.000","-99.000","-99.000","-99.000","31.300","","23.300",""
"C0F9U0","2019-09-30 00:00:00","74.000","58.000","1.200","27.800","0.820","999.000","","0.000","-99.000","-99.000","-99.000","32.600","","25.500",""
"C0V680","2019-09-30 00:00:00","40.000","120.000","1.200","27.500","0.790","1002.600","","0.000","-99.000","-99.000","-99.000","32.100","","25.700",""
"C0Z290","2019-09-30 00:00:00","946.000","10.000","1.900","20.500","0.990","908.100","","18.500","11.700","343.000","","25.600","","19.400",""
"CM0120","2019-09-30 00:00:00","4.000","37.000","4.800","27.000","0.820","1006.700","","0.000","-99.000","-99.000","-99.000","28.800","","25.200",""
"C0G760","2019-09-30 00:00:00","53.000","0.000","0.100","25.700","0.990","1003.500","","0.000","-99.000","-99.000","-99.000","33.000","","24.300",""
"C0K450","2019-09-30 00:00:00","35.000","0.000","0.000","26.100","0.910","1002.500","","0.000","-99.000","-99.000","-99.000","32.500","","24.600",""
"C0E820","2019-09-30 00:00:00","220.000","0.000","0.000","23.200","0.940","983.100","","0.000","-99.000","-99.000","-99.000","30.500","","21.400",""
"C0A530","2019-09-30 00:00:00","300.000","50.000","1.700","24.300","0.990","978.200","","29.500","-99.000","-99.000","-99.000","27.800","","22.700",""
"C0M520","2019-09-30 00:00:00","15.000","13.000","1.600","25.900","0.920","1005.100","","0.000","-99.000","-99.000","-99.000","31.700","","24.200",""
"C0K240","2019-09-30 00:00:00","1132.000","317.000","1.600","20.800","0.990","888.900","","0.000","-99.000","-99.000","-99.000","27.200","","18.700",""
"C0V210","2019-09-30 00:00:00","734.000","178.000","0.300","21.800","0.890","928.600","","0.000","-99.000","-99.000","-99.000","30.800","","18.600",""
"C0G740","2019-09-30 00:00:00","24.000","348.000","1.000","26.400","0.890","1004.800","","0.000","-99.000","-99.000","-99.000","30.000","","25.100",""
"C0UA70","2019-09-30 00:00:00","547.000","92.000","4.500","23.200","0.990","952.100","","12.000","10.000","77.000","","24.900","","21.900",""
"C0AC60","2019-09-30 00:00:00","55.000","82.000","2.500","26.700","0.950","1003.900","","28.500","7.700","91.000","","33.000","","24.200",""
"C0R510","2019-09-30 00:00:00","31.000","119.000","1.300","26.700","0.860","1004.200","","0.000","-99.000","-99.000","-99.000","33.700","","25.000",""
"C1R320","2019-09-30 00:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X060","2019-09-30 00:00:00","19.000","348.000","1.700","25.900","0.940","1006.600","","0.000","-99.000","-99.000","-99.000","33.400","","24.600",""
"C0E550","2019-09-30 00:00:00","84.000","63.000","0.600","25.400","0.950","999.200","","0.000","-99.000","-99.000","-99.000","30.800","","22.600",""
"C0AI20","2019-09-30 00:00:00","25.000","75.000","6.000","26.100","0.990","1008.400","","45.500","-99.000","-99.000","-99.000","26.200","","23.400",""
"C0E740","2019-09-30 00:00:00","27.000","64.000","1.400","27.300","0.820","1003.900","","0.000","-99.000","-99.000","-99.000","30.900","","23.500",""
"C0R650","2019-09-30 00:00:00","29.000","100.000","0.500","26.300","0.990","1005.600","","0.500","-99.000","-99.000","-99.000","33.200","","24.100",""
"C0S750","2019-09-30 00:00:00","2280.000","279.000","0.500","13.000","1.000","774.100","","2.000","-99.000","-99.000","-99.000","19.600","","11.500",""
"C0I370","2019-09-30 00:00:00","671.000","0.000","0.200","21.400","0.960","934.800","","0.000","-99.000","-99.000","-99.000","30.400","","19.300",""
"C0K400","2019-09-30 00:00:00","65.000","327.000","0.400","26.000","0.990","1000.600","","0.000","-99.000","-99.000","-99.000","32.500","","23.900",""
"C0A650","2019-09-30 00:00:00","287.000","39.000","1.400","-99.000","-99.000","979.200","","95.500","6.600","37.000","","-999.000","","-999.000",""
"C0U750","2019-09-30 00:00:00","398.000","30.000","5.900","23.800","1.000","967.300","","28.000","-99.000","-99.000","-99.000","24.100","","22.200",""
"C0M730","2019-09-30 00:00:00","40.000","0.000","0.200","27.200","0.860","1002.100","","0.000","-99.000","-99.000","-99.000","34.800","","24.900",""
"C0Z061","2019-09-30 00:00:00","174.000","349.000","0.700","25.000","0.990","994.300","","4.500","-99.000","-99.000","-99.000","31.600","","23.400",""
"C0M670","2019-09-30 00:00:00","43.000","0.000","0.000","26.200","0.950","1001.800","","0.000","-99.000","-99.000","-99.000","32.300","","24.300",""
"C0A880","2019-09-30 00:00:00","6.000","96.000","1.200","25.400","0.950","1009.900","","-99.000","-99.000","-99.000","-99.000","27.100","","24.000",""
"C0S950","2019-09-30 00:00:00","415.000","67.000","3.100","25.000","0.830","963.000","","0.000","-99.000","-99.000","-99.000","29.500","","22.300",""
"C0V790","2019-09-30 00:00:00","410.000","61.000","0.500","23.800","0.960","961.700","","0.000","-99.000","-99.000","-99.000","32.400","","21.900",""
"C0G860","2019-09-30 00:00:00","45.000","183.000","0.400","26.700","0.930","1000.600","","0.000","-99.000","-99.000","-99.000","33.300","","25.100",""
"C0F0A0","2019-09-30 00:00:00","3587.000","34.000","6.000","6.600","0.980","665.600","","0.000","13.300","47.000","","11.900","","5.900",""
"C0Z250","2019-09-30 00:00:00","1124.000","357.000","1.400","19.500","0.980","890.300","","21.000","-99.000","-99.000","-99.000","25.600","","18.500",""
"C0K440","2019-09-30 00:00:00","35.000","322.000","1.500","25.700","0.940","1003.400","","0.000","-99.000","-99.000","-99.000","30.700","","24.400",""
"C0T900","2019-09-30 00:00:00","160.000","271.000","0.500","24.000","0.870","992.400","","33.500","-99.000","-99.000","-99.000","30.800","","22.400",""
"C0F9V0","2019-09-30 00:00:00","525.000","133.000","1.200","23.700","0.890","950.900","","0.000","-99.000","-99.000","-99.000","29.600","","21.600",""
"C0UA20","2019-09-30 00:00:00","2619.000","48.000","1.000","11.600","1.000","-99.000","","8.000","-99.000","-99.000","-99.000","19.100","","10.300",""
"C0M850","2019-09-30 00:00:00","695.000","0.000","0.000","22.200","0.990","930.700","","0.000","-99.000","-99.000","-99.000","29.600","","19.900",""
"C0G790","2019-09-30 00:00:00","27.000","0.000","0.000","26.000","0.960","1005.800","","0.000","-99.000","-99.000","-99.000","32.900","","24.300",""
"C0C620","2019-09-30 00:00:00","19.000","70.000","2.500","26.200","0.900","1006.800","","29.000","-99.000","-99.000","-99.000","29.900","","23.700",""
"C0I360","2019-09-30 00:00:00","300.000","175.000","0.300","25.000","0.840","973.300","","0.000","-99.000","-99.000","-99.000","30.500","","22.600",""
"C0M810","2019-09-30 00:00:00","1354.000","204.000","0.400","19.700","0.910","863.700","","0.000","-99.000","-99.000","-99.000","24.400","","17.400",""
"C0AC80","2019-09-30 00:00:00","40.000","65.000","2.400","26.100","0.910","1006.700","","35.500","-99.000","-99.000","-99.000","29.900","","24.100",""
"CM0140","2019-09-30 00:00:00","26.000","56.000","2.700","27.800","0.740","1007.200","","0.000","-99.000","-99.000","-99.000","31.000","","25.600",""
"C0SA20","2019-09-30 00:00:00","857.000","76.000","3.000","21.000","1.000","915.900","","0.000","-99.000","-99.000","-99.000","25.400","","20.000",""
"C0K490","2019-09-30 00:00:00","91.000","118.000","0.400","25.400","0.920","996.700","","0.000","-99.000","-99.000","-99.000","32.000","","23.800",""
"C0V820","2019-09-30 00:00:00","441.000","75.000","0.400","22.600","0.990","960.800","","0.000","-99.000","-99.000","-99.000","31.900","","21.100",""
"C0S810","2019-09-30 00:00:00","65.000","24.000","3.000","27.100","0.780","1004.400","","0.000","9.000","320.000","","32.000","","24.000",""
"C0R580","2019-09-30 00:00:00","10.000","118.000","1.900","26.300","0.860","1006.000","","0.000","-99.000","-99.000","-99.000","32.100","","24.200",""
"C0Z330","2019-09-30 00:00:00","488.000","352.000","2.600","22.800","0.990","958.300","","10.000","-99.000","-99.000","-99.000","30.000","","21.500",""
"C0D540","2019-09-30 00:00:00","227.000","160.000","0.300","25.500","0.830","983.000","","1.000","-99.000","-99.000","-99.000","32.100","","22.700",""
"C0K420","2019-09-30 00:00:00","42.000","353.000","0.800","25.900","0.910","1002.400","","0.000","-99.000","-99.000","-99.000","31.800","","24.500",""
"C0Z180","2019-09-30 00:00:00","34.000","18.000","1.500","27.000","0.770","1007.500","","22.500","-99.000","-99.000","-99.000","30.000","","24.000",""
"C0AD10","2019-09-30 00:00:00","27.000","80.000","1.000","27.000","0.850","1007.600","","44.500","-99.000","-99.000","-99.000","30.100","","24.000",""
"C0M720","2019-09-30 00:00:00","225.000","121.000","0.300","24.700","0.960","982.200","","0.000","-99.000","-99.000","-99.000","32.300","","23.300",""
"C0V450","2019-09-30 00:00:00","51.000","134.000","0.300","26.200","0.990","1001.200","","0.000","-99.000","-99.000","-99.000","31.800","","24.000",""
"C0R280","2019-09-30 00:00:00","242.000","53.000","3.500","25.800","-99.000","979.600","","0.000","-99.000","-99.000","-99.000","27.900","","23.600",""
"C0E610","2019-09-30 00:00:00","850.000","0.000","0.000","22.300","0.850","916.000","","0.000","-99.000","-99.000","-99.000","26.200","","20.500",""
"C0V610","2019-09-30 00:00:00","22.000","321.000","0.800","28.700","0.820","1004.400","","0.000","-99.000","-99.000","-99.000","31.500","","25.700",""
"C0Z310","2019-09-30 00:00:00","59.000","346.000","1.100","24.100","0.990","1005.400","","42.000","-99.000","-99.000","-99.000","30.400","","23.700",""
"C0S700","2019-09-30 00:00:00","507.000","209.000","1.000","23.900","0.860","954.500","","1.000","-99.000","-99.000","-99.000","28.400","","21.300",""
"C0T9G0","2019-09-30 00:00:00","605.000","50.000","1.500","22.200","0.990","946.800","","36.500","-99.000","-99.000","-99.000","28.400","","20.900",""
"C0U520","2019-09-30 00:00:00","517.000","95.000","0.600","23.500","0.990","957.000","","171.000","-99.000","-99.000","-99.000","25.500","","21.300",""
"C0E750","2019-09-30 00:00:00","62.000","31.000","1.300","27.000","0.780","999.200","","0.000","-99.000","-99.000","-99.000","29.600","","24.300",""
"C0G660","2019-09-30 00:00:00","27.000","358.000","1.300","26.100","0.890","1005.600","","0.000","-99.000","-99.000","-99.000","32.900","","24.700",""
"C0W140","2019-09-30 00:00:00","21.000","43.000","3.900","27.000","0.710","1009.500","","0.000","-99.000","-99.000","-99.000","30.800","","25.800",""
"C0U720","2019-09-30 00:00:00","1260.000","15.000","1.600","19.100","0.990","888.200","","0.500","-99.000","-99.000","-99.000","23.000","","17.700",""
"C0R690","2019-09-30 00:00:00","248.000","358.000","3.900","25.700","-99.000","977.800","","1.000","-99.000","-99.000","-99.000","28.800","","23.300",""
"C0X150","2019-09-30 00:00:00","18.000","7.000","1.800","26.900","0.910","1006.300","","0.000","-99.000","-99.000","-99.000","32.600","","26.000",""
"C0Z050","2019-09-30 00:00:00","830.000","313.000","0.600","20.400","0.940","922.200","","11.000","-99.000","-99.000","-99.000","26.000","","19.600",""
"C0I490","2019-09-30 00:00:00","1601.000","120.000","1.600","19.500","0.790","840.500","","0.500","-99.000","-99.000","-99.000","25.900","","15.900",""
"C0I090","2019-09-30 00:00:00","910.000","220.000","1.600","21.800","0.950","909.700","","0.000","-99.000","-99.000","-99.000","25.800","","19.400",""
"C0I460","2019-09-30 00:00:00","110.000","196.000","1.700","26.000","0.940","994.800","","0.000","-99.000","-99.000","-99.000","33.000","","23.300",""
"C0A9F0","2019-09-30 00:00:00","35.000","88.000","2.400","26.400","1.000","1007.900","","29.500","7.700","103.000","","30.100","","24.500",""
"C0F9A0","2019-09-30 00:00:00","425.000","153.000","0.900","24.300","0.960","959.800","","0.000","-99.000","-99.000","-99.000","31.700","","22.100",""
"C0O950","2019-09-30 00:00:00","4.000","342.000","0.900","26.900","0.920","1005.900","","0.000","-99.000","-99.000","-99.000","31.400","","25.200",""
"C0M760","2019-09-30 00:00:00","40.000","338.000","0.400","-99.000","0.990","1002.900","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0AH70","2019-09-30 00:00:00","34.000","84.000","2.400","26.700","0.840","1007.600","","40.000","-99.000","-99.000","-99.000","30.500","","24.800",""
"C0V250","2019-09-30 00:00:00","298.000","186.000","0.300","22.900","1.000","974.300","","0.000","-99.000","-99.000","-99.000","32.100","","21.300",""
"C0U980","2019-09-30 00:00:00","573.000","101.000","3.000","23.100","1.000","949.800","","75.500","-99.000","-99.000","-99.000","25.200","","21.900",""
"C0S740","2019-09-30 00:00:00","289.000","32.000","2.800","23.900","0.980","978.400","","0.000","-99.000","-99.000","-99.000","30.000","","22.400",""
"C0A940","2019-09-30 00:00:00","49.000","0.000","0.200","24.900","0.990","1006.900","","50.000","-99.000","-99.000","-99.000","27.100","","23.100",""
"C0A920","2019-09-30 00:00:00","196.000","83.000","3.800","24.600","1.000","988.900","","70.000","8.800","93.000","","25.100","","22.300",""
"C0T870","2019-09-30 00:00:00","135.000","0.000","0.100","23.600","0.970","996.400","","33.000","-99.000","-99.000","-99.000","31.200","","22.500",""
"C0O930","2019-09-30 00:00:00","69.000","0.000","0.100","24.100","1.000","1000.500","","0.000","-99.000","-99.000","-99.000","32.900","","22.000",""
"C0AI40","2019-09-30 00:00:00","37.000","79.000","4.700","27.700","0.770","1007.200","","15.500","10.400","97.000","","29.900","","24.300",""
